step,sim_time_hours,day_of_year,hour,is_weekend,outdoor_temp_c,occupied,occupants,mean_air_temp_c,max_abs_pmv,interval_elec_kwh,interval_hvac_kwh,interval_cool_kwh,interval_gas_kwh,cum_elec_kwh,carbon_gco2_kwh,price_usd_kwh,interval_cost_usd,interval_carbon_kg,CORE_ZN_temp,CORE_ZN_pmv,CORE_ZN_htgsp,CORE_ZN_clgsp,CORE_ZN_occ,PERIMETER_ZN_1_temp,PERIMETER_ZN_1_pmv,PERIMETER_ZN_1_htgsp,PERIMETER_ZN_1_clgsp,PERIMETER_ZN_1_occ,PERIMETER_ZN_2_temp,PERIMETER_ZN_2_pmv,PERIMETER_ZN_2_htgsp,PERIMETER_ZN_2_clgsp,PERIMETER_ZN_2_occ,PERIMETER_ZN_3_temp,PERIMETER_ZN_3_pmv,PERIMETER_ZN_3_htgsp,PERIMETER_ZN_3_clgsp,PERIMETER_ZN_3_occ,PERIMETER_ZN_4_temp,PERIMETER_ZN_4_pmv,PERIMETER_ZN_4_htgsp,PERIMETER_ZN_4_clgsp,PERIMETER_ZN_4_occ
1,4344.2222,182,0.222,True,26.9,False,0.0,26.864,0.0,0.441266,0.12043,0.055461,0.003333,0.4413,378.2,0.08,0.035301,0.166887,26.53,0.587,15.6,26.7,0.0,26.99,0.677,15.6,26.7,0.0,27.0,0.619,15.6,26.7,0.0,27.08,0.697,15.6,26.7,0.0,26.73,0.585,15.6,26.7,0.0
2,4344.3333,182,0.333,True,26.6,False,0.0,26.884,0.0,0.42492,0.104083,0.039115,0.003333,0.8662,378.5,0.08,0.033994,0.160832,26.5,0.583,15.6,26.7,0.0,26.96,0.672,15.6,26.7,0.0,27.21,0.665,15.6,26.7,0.0,27.05,0.694,15.6,26.7,0.0,26.7,0.562,15.6,26.7,0.0
3,4344.5833,182,0.583,True,26.3,False,0.0,26.782,0.0,0.532636,0.211799,0.081872,0.003333,1.3988,379.1,0.08,0.042611,0.201922,26.48,0.58,15.6,26.7,0.0,26.93,0.67,15.6,26.7,0.0,26.76,0.593,15.6,26.7,0.0,27.03,0.692,15.6,26.7,0.0,26.7,0.555,15.6,26.7,0.0
4,4344.75,182,0.75,True,26.0,False,0.0,26.82,0.0,0.420997,0.10016,0.035202,0.003333,1.8198,379.4,0.08,0.03368,0.159726,26.46,0.576,15.6,26.7,0.0,26.9,0.665,15.6,26.7,0.0,26.71,0.571,15.6,26.7,0.0,27.0,0.689,15.6,26.7,0.0,27.02,0.607,15.6,26.7,0.0
5,4344.8333,182,0.833,True,25.7,False,0.0,26.835,0.0,0.418754,0.097917,0.032959,0.003333,2.2386,379.4,0.08,0.0335,0.158875,26.43,0.57,15.6,26.7,0.0,26.87,0.659,15.6,26.7,0.0,26.7,0.562,15.6,26.7,0.0,26.97,0.684,15.6,26.7,0.0,27.21,0.652,15.6,26.7,0.0
6,4345.0833,182,1.083,True,25.4,False,0.0,26.773,0.0,0.4286,0.107763,0.042795,0.003333,2.6672,379.5,0.08,0.034288,0.162654,26.4,0.566,15.6,26.7,0.0,26.84,0.655,15.6,26.7,0.0,26.92,0.598,15.6,26.7,0.0,26.94,0.681,15.6,26.7,0.0,26.76,0.582,15.6,26.7,0.0
7,4345.1667,182,1.167,True,25.43,False,0.0,26.776,0.0,0.420809,0.099973,0.035004,0.003333,3.088,379.4,0.08,0.033665,0.159655,26.38,0.563,15.6,26.7,0.0,26.81,0.651,15.6,26.7,0.0,27.06,0.632,15.6,26.7,0.0,26.92,0.678,15.6,26.7,0.0,26.71,0.562,15.6,26.7,0.0
8,4345.3333,182,1.333,True,25.47,False,0.0,26.775,0.0,0.419851,0.099014,0.034046,0.003333,3.5078,379.3,0.08,0.033588,0.159249,26.37,0.561,15.6,26.7,0.0,26.8,0.65,15.6,26.7,0.0,27.09,0.646,15.6,26.7,0.0,26.91,0.677,15.6,26.7,0.0,26.7,0.556,15.6,26.7,0.0
9,4345.5833,182,1.583,True,25.5,False,0.0,26.825,0.0,0.320836,0.0,0.0,0.003333,3.8287,378.7,0.08,0.025667,0.121501,26.37,0.56,15.6,26.7,0.0,26.79,0.649,15.6,26.7,0.0,27.1,0.655,15.6,26.7,0.0,26.9,0.677,15.6,26.7,0.0,26.97,0.601,15.6,26.7,0.0
10,4345.6667,182,1.667,True,25.53,False,0.0,26.853,0.0,0.320836,0.0,0.0,0.436401,4.1495,378.5,0.08,0.025667,0.121437,26.36,0.559,15.6,26.7,0.0,26.77,0.647,15.6,26.7,0.0,27.11,0.663,15.6,26.7,0.0,26.88,0.676,15.6,26.7,0.0,27.14,0.641,15.6,26.7,0.0
11,4345.8333,182,1.833,True,25.57,False,0.0,26.857,0.0,0.320836,0.0,0.0,0.003333,4.4703,378.0,0.08,0.025667,0.121276,26.36,0.559,15.6,26.7,0.0,26.76,0.647,15.6,26.7,0.0,27.11,0.669,15.6,26.7,0.0,26.88,0.676,15.6,26.7,0.0,27.18,0.658,15.6,26.7,0.0
12,4346.0,182,2.0,True,25.6,False,0.0,26.854,0.0,0.320836,0.0,0.0,0.003333,4.7912,377.3,0.08,0.025667,0.121052,26.35,0.558,15.6,26.7,0.0,26.75,0.646,15.6,26.7,0.0,27.1,0.674,15.6,26.7,0.0,26.87,0.676,15.6,26.7,0.0,27.2,0.67,15.6,26.7,0.0
13,4346.1667,182,2.167,True,25.65,False,0.0,26.851,0.0,0.320836,0.0,0.0,0.003333,5.112,376.5,0.08,0.025667,0.120795,26.35,0.558,15.6,26.7,0.0,26.74,0.645,15.6,26.7,0.0,27.1,0.68,15.6,26.7,0.0,26.86,0.676,15.6,26.7,0.0,27.21,0.68,15.6,26.7,0.0
14,4346.4167,182,2.417,True,25.7,False,0.0,26.759,0.0,0.430888,0.110052,0.045083,0.003333,5.5429,375.1,0.08,0.034471,0.161626,26.35,0.558,15.6,26.7,0.0,26.74,0.646,15.6,26.7,0.0,27.09,0.685,15.6,26.7,0.0,26.85,0.676,15.6,26.7,0.0,26.76,0.607,15.6,26.7,0.0
15,4346.5,182,2.5,True,25.75,False,0.0,26.743,0.0,0.421638,0.100802,0.035833,0.003333,5.9645,374.6,0.08,0.033731,0.157946,26.35,0.559,15.6,26.7,0.0,26.73,0.646,15.6,26.7,0.0,27.09,0.69,15.6,26.7,0.0,26.84,0.677,15.6,26.7,0.0,26.71,0.585,15.6,26.7,0.0
16,4346.6667,182,2.667,True,25.8,False,0.0,26.738,0.0,0.420562,0.099726,0.034757,0.003333,6.3851,373.4,0.08,0.033645,0.157038,26.34,0.56,15.6,26.7,0.0,26.72,0.646,15.6,26.7,0.0,27.08,0.695,15.6,26.7,0.0,26.84,0.677,15.6,26.7,0.0,26.7,0.577,15.6,26.7,0.0
17,4346.8333,182,2.833,True,25.85,False,0.0,26.792,0.0,0.320836,0.0,0.0,0.003333,6.7059,372.2,0.08,0.025667,0.119415,26.34,0.561,15.6,26.7,0.0,26.72,0.647,15.6,26.7,0.0,27.08,0.699,15.6,26.7,0.0,26.83,0.678,15.6,26.7,0.0,26.99,0.628,15.6,26.7,0.0
18,4347.0,182,3.0,True,25.9,False,0.0,26.808,0.0,0.320836,0.0,0.0,0.003333,7.0268,370.8,0.08,0.025667,0.118966,26.34,0.562,15.6,26.7,0.0,26.71,0.647,15.6,26.7,0.0,27.07,0.704,15.6,26.7,0.0,26.82,0.679,15.6,26.7,0.0,27.09,0.655,15.6,26.7,0.0
19,4347.1667,182,3.167,True,25.93,False,0.0,26.812,0.0,0.320836,0.0,0.0,0.436388,7.3476,369.4,0.08,0.025667,0.118517,26.34,0.563,15.6,26.7,0.0,26.7,0.649,15.6,26.7,0.0,27.07,0.709,15.6,26.7,0.0,26.82,0.681,15.6,26.7,0.0,27.13,0.671,15.6,26.7,0.0
20,4347.3333,182,3.333,True,25.97,False,0.0,26.812,0.0,0.320836,0.0,0.0,0.003333,7.6684,367.8,0.08,0.025667,0.118004,26.33,0.563,15.6,26.7,0.0,26.7,0.65,15.6,26.7,0.0,27.06,0.713,15.6,26.7,0.0,26.81,0.682,15.6,26.7,0.0,27.14,0.683,15.6,26.7,0.0
21,4347.5,182,3.5,True,26.0,False,0.0,26.81,0.0,0.320836,0.0,0.0,0.003333,7.9893,366.1,0.08,0.025667,0.117458,26.33,0.564,15.6,26.7,0.0,26.7,0.651,15.6,26.7,0.0,27.06,0.717,15.6,26.7,0.0,26.81,0.683,15.6,26.7,0.0,27.15,0.692,15.6,26.7,0.0
22,4347.6667,182,3.667,True,26.03,False,0.0,26.807,0.0,0.320836,0.0,0.0,0.003333,8.3101,364.4,0.08,0.025667,0.116913,26.33,0.564,15.6,26.7,0.0,26.69,0.653,15.6,26.7,0.0,27.06,0.721,15.6,26.7,0.0,26.81,0.684,15.6,26.7,0.0,27.15,0.7,15.6,26.7,0.0
23,4347.8333,182,3.833,True,26.07,False,0.0,26.805,0.0,0.320836,0.0,0.0,0.003333,8.631,362.5,0.08,0.025667,0.116303,26.32,0.564,15.6,26.7,0.0,26.69,0.654,15.6,26.7,0.0,27.05,0.724,15.6,26.7,0.0,26.8,0.685,15.6,26.7,0.0,27.15,0.707,15.6,26.7,0.0
24,4348.0,182,4.0,True,26.1,False,0.0,26.802,0.0,0.320836,0.0,0.0,0.003333,8.9518,360.5,0.08,0.025667,0.115662,26.32,0.564,15.6,26.7,0.0,26.69,0.654,15.6,26.7,0.0,27.05,0.727,15.6,26.7,0.0,26.8,0.685,15.6,26.7,0.0,27.15,0.714,15.6,26.7,0.0
25,4348.1667,182,4.167,True,26.02,False,0.0,26.792,0.0,0.320836,0.0,0.0,0.003333,9.2726,358.5,0.08,0.025667,0.11502,26.31,0.562,15.6,26.7,0.0,26.68,0.653,15.6,26.7,0.0,27.04,0.727,15.6,26.7,0.0,26.79,0.684,15.6,26.7,0.0,27.15,0.717,15.6,26.7,0.0
26,4348.3333,182,4.333,True,25.93,False,0.0,26.778,0.0,0.320836,0.0,0.0,0.003333,9.5935,356.4,0.08,0.025667,0.114346,26.3,0.56,15.6,26.7,0.0,26.66,0.65,15.6,26.7,0.0,27.02,0.727,15.6,26.7,0.0,26.77,0.682,15.6,26.7,0.0,27.13,0.719,15.6,26.7,0.0
27,4348.5,182,4.5,True,25.85,False,0.0,26.763,0.0,0.320836,0.0,0.0,0.003333,9.9143,354.2,0.08,0.025667,0.11364,26.29,0.558,15.6,26.7,0.0,26.65,0.647,15.6,26.7,0.0,27.0,0.725,15.6,26.7,0.0,26.76,0.679,15.6,26.7,0.0,27.12,0.721,15.6,26.7,0.0
28,4348.6667,182,4.667,True,25.77,False,0.0,26.747,0.0,0.320836,0.0,0.0,0.003333,10.2351,351.9,0.08,0.025667,0.112902,26.28,0.555,15.6,26.7,0.0,26.63,0.643,15.6,26.7,0.0,26.99,0.723,15.6,26.7,0.0,26.74,0.675,15.6,26.7,0.0,27.1,0.721,15.6,26.7,0.0
29,4348.8333,182,4.833,True,25.68,False,0.0,26.73,0.0,0.320836,0.0,0.0,0.436413,10.556,349.5,0.08,0.025667,0.112132,26.27,0.551,15.6,26.7,0.0,26.61,0.639,15.6,26.7,0.0,26.97,0.721,15.6,26.7,0.0,26.72,0.671,15.6,26.7,0.0,27.09,0.721,15.6,26.7,0.0
30,4349.0,182,5.0,True,25.6,False,0.0,26.713,0.0,0.320836,0.0,0.0,0.003333,10.8768,347.1,0.08,0.025667,0.111362,26.25,0.548,15.6,26.7,0.0,26.59,0.635,15.6,26.7,0.0,26.95,0.718,15.6,26.7,0.0,26.7,0.667,15.6,26.7,0.0,27.07,0.72,15.6,26.7,0.0
31,4349.1667,182,5.167,True,25.6,False,0.0,26.698,0.0,0.320836,0.0,0.0,0.003333,11.1976,344.6,0.08,0.025667,0.11056,26.24,0.544,15.6,26.7,0.0,26.58,0.631,15.6,26.7,0.0,26.93,0.715,15.6,26.7,0.0,26.69,0.663,15.6,26.7,0.0,27.05,0.719,15.6,26.7,0.0
32,4349.3333,182,5.333,True,25.6,False,0.0,26.685,0.0,0.320836,0.0,0.0,0.003333,11.5185,342.1,0.08,0.025667,0.109758,26.23,0.541,15.6,26.7,0.0,26.56,0.627,15.6,26.7,0.0,26.92,0.713,15.6,26.7,0.0,26.68,0.66,15.6,26.7,0.0,27.04,0.719,15.6,26.7,0.0
33,4349.5,182,5.5,True,25.6,False,0.0,26.672,0.0,0.320836,0.0,0.0,0.003333,11.8393,339.5,0.08,0.025667,0.108924,26.22,0.538,15.6,26.7,0.0,26.55,0.623,15.6,26.7,0.0,26.9,0.71,15.6,26.7,0.0,26.66,0.656,15.6,26.7,0.0,27.02,0.718,15.6,26.7,0.0
34,4349.6667,182,5.667,True,25.6,False,0.0,26.659,0.0,0.320836,0.0,0.0,0.003333,12.1602,336.9,0.08,0.025667,0.10809,26.21,0.534,15.6,26.7,0.0,26.54,0.62,15.6,26.7,0.0,26.89,0.707,15.6,26.7,0.0,26.65,0.653,15.6,26.7,0.0,27.01,0.717,15.6,26.7,0.0
35,4349.8333,182,5.833,True,25.6,False,0.0,26.679,0.0,0.320836,0.0,0.0,0.003333,12.481,334.2,0.08,0.025667,0.107224,26.2,0.531,15.6,26.7,0.0,26.54,0.621,15.6,26.7,0.0,26.97,0.742,15.6,26.7,0.0,26.68,0.667,15.6,26.7,0.0,27.01,0.72,15.6,26.7,0.0
36,4350.0,182,6.0,True,25.6,False,0.0,26.705,0.0,0.320836,0.0,0.0,0.003333,12.8018,331.5,0.08,0.025667,0.106357,26.2,0.53,15.6,26.7,0.0,26.54,0.622,15.6,26.7,0.0,27.07,0.775,15.6,26.7,0.0,26.72,0.679,15.6,26.7,0.0,27.01,0.723,15.6,26.7,0.0
37,4350.1667,182,6.167,True,25.87,False,0.0,26.745,0.0,0.320836,0.0,0.0,0.003333,13.1227,328.8,0.08,0.025667,0.105491,26.21,0.531,15.6,26.7,0.0,26.55,0.628,15.6,26.7,0.0,27.18,0.811,15.6,26.7,0.0,26.76,0.693,15.6,26.7,0.0,27.02,0.729,15.6,26.7,0.0
38,4350.3333,182,6.333,True,26.13,False,0.0,26.791,0.0,0.320836,0.0,0.0,0.436398,13.4435,326.0,0.08,0.025667,0.104593,26.22,0.534,15.6,26.7,0.0,26.58,0.635,15.6,26.7,0.0,27.3,0.847,15.6,26.7,0.0,26.81,0.708,15.6,26.7,0.0,27.04,0.738,15.6,26.7,0.0
39,4350.5833,182,6.583,True,26.4,False,0.0,26.706,0.0,0.452189,0.131353,0.066395,0.003333,13.8957,321.8,0.08,0.036175,0.145515,26.24,0.537,15.6,26.7,0.0,26.6,0.643,15.6,26.7,0.0,26.77,0.757,15.6,26.7,0.0,26.85,0.721,15.6,26.7,0.0,27.06,0.746,15.6,26.7,0.0
40,4350.75,182,6.75,True,26.67,False,0.0,26.721,0.0,0.443965,0.123129,0.058171,0.003333,14.3397,319.0,0.08,0.035517,0.141625,26.26,0.543,15.6,26.7,0.0,26.64,0.654,15.6,26.7,0.0,26.71,0.732,15.6,26.7,0.0,26.91,0.737,15.6,26.7,0.0,27.09,0.757,15.6,26.7,0.0
41,4350.9167,182,6.917,True,26.93,False,0.0,26.747,0.0,0.445051,0.124214,0.059256,0.003333,14.7847,316.2,0.08,0.035604,0.140725,26.28,0.548,15.6,26.7,0.0,26.68,0.666,15.6,26.7,0.0,26.7,0.724,15.6,26.7,0.0,26.96,0.753,15.6,26.7,0.0,27.12,0.769,15.6,26.7,0.0
42,4351.0556,182,7.056,True,27.2,False,0.0,26.884,0.0,0.320836,0.0,0.0,0.003333,15.1055,313.8,0.08,0.025667,0.100678,26.3,0.555,15.6,26.7,0.0,26.71,0.678,15.6,26.7,0.0,27.25,0.819,15.6,26.7,0.0,27.01,0.768,15.6,26.7,0.0,27.15,0.78,15.6,26.7,0.0
43,4351.2222,182,7.222,True,27.48,False,0.0,26.809,0.0,0.462318,0.141481,0.076523,0.003333,15.5679,311.0,0.08,0.036985,0.143781,26.33,0.561,15.6,26.7,0.0,26.75,0.692,15.6,26.7,0.0,26.72,0.749,15.6,26.7,0.0,27.06,0.783,15.6,26.7,0.0,27.18,0.793,15.6,26.7,0.0
44,4351.3889,182,7.389,True,27.77,False,0.0,26.825,0.0,0.534525,0.213689,0.105418,0.003333,16.1024,308.2,0.08,0.042762,0.164741,26.35,0.568,15.6,26.7,0.0,26.8,0.707,15.6,26.7,0.0,26.7,0.737,15.6,26.7,0.0,27.11,0.799,15.6,26.7,0.0,27.16,0.794,15.6,26.7,0.0
45,4351.5417,182,7.542,True,28.05,False,0.0,26.761,0.0,0.576299,0.255463,0.125536,0.003333,16.6787,305.6,0.08,0.046104,0.176117,26.38,0.575,15.6,26.7,0.0,26.85,0.723,15.6,26.7,0.0,26.7,0.733,15.6,26.7,0.0,27.15,0.811,15.6,26.7,0.0,26.72,0.694,15.6,26.7,0.0
46,4351.7083,182,7.708,True,28.33,False,0.0,26.939,0.0,0.43415,0.113313,0.048344,0.003333,17.1128,302.8,0.08,0.034732,0.131461,26.4,0.581,15.6,26.7,0.0,26.91,0.74,15.6,26.7,0.0,27.5,0.869,15.6,26.7,0.0,27.19,0.822,15.6,26.7,0.0,26.7,0.673,15.6,26.7,0.0
47,4351.875,182,7.875,True,28.62,False,0.0,26.814,0.0,0.59612,0.275284,0.158982,0.003333,17.709,300.1,0.08,0.04769,0.178896,26.42,0.588,15.6,26.7,0.0,26.96,0.756,15.6,26.7,0.0,26.72,0.777,15.6,26.7,0.0,27.0,0.788,15.6,26.7,0.0,26.97,0.717,15.6,26.7,0.0
48,4352.0417,182,8.042,True,28.9,False,0.0,26.801,0.0,0.667705,0.346868,0.180967,0.436418,18.3767,297.3,0.08,0.053416,0.198509,26.44,0.594,15.6,26.7,0.0,27.01,0.774,15.6,26.7,0.0,26.7,0.758,15.6,26.7,0.0,26.71,0.709,15.6,26.7,0.0,27.14,0.761,15.6,26.7,0.0
49,4352.2,182,8.2,True,28.98,False,0.0,26.726,0.0,0.718196,0.39736,0.198975,0.003333,19.0949,294.8,0.08,0.057456,0.211724,26.46,0.6,15.6,26.7,0.0,27.06,0.789,15.6,26.7,0.0,26.7,0.756,15.6,26.7,0.0,26.7,0.689,15.6,26.7,0.0,26.72,0.666,15.6,26.7,0.0
50,4352.3667,182,8.367,True,29.07,False,0.0,26.977,0.0,0.435019,0.114183,0.049214,0.003333,19.5299,292.1,0.08,0.034802,0.127069,26.47,0.604,15.6,26.7,0.0,27.11,0.804,15.6,26.7,0.0,27.71,0.918,15.6,26.7,0.0,26.91,0.719,15.6,26.7,0.0,26.7,0.651,15.6,26.7,0.0
51,4352.5333,182,8.533,True,29.15,False,0.0,26.888,0.0,0.490703,0.169867,0.104909,0.003333,20.0206,289.5,0.08,0.039256,0.142059,26.47,0.609,15.6,26.7,0.0,27.15,0.819,15.6,26.7,0.0,26.71,0.808,15.6,26.7,0.0,27.11,0.761,15.6,26.7,0.0,27.0,0.701,15.6,26.7,0.0
52,4352.7,182,8.7,True,29.23,False,0.0,26.889,0.0,0.647409,0.326573,0.182256,0.003333,20.668,286.9,0.08,0.051793,0.185742,26.48,0.613,15.6,26.7,0.0,27.19,0.834,15.6,26.7,0.0,26.7,0.773,15.6,26.7,0.0,27.12,0.777,15.6,26.7,0.0,26.95,0.703,15.6,26.7,0.0
53,4352.8667,182,8.867,True,29.32,False,0.0,26.663,0.0,0.883442,0.562606,0.300939,0.003333,21.5514,284.4,0.08,0.070675,0.251251,26.49,0.617,15.6,26.7,0.0,26.71,0.736,15.6,26.7,0.0,26.7,0.762,15.6,26.7,0.0,26.71,0.682,15.6,26.7,0.0,26.71,0.645,15.6,26.7,0.0
54,4353.0333,182,9.033,True,29.4,False,0.0,26.877,0.0,0.693914,0.373077,0.176369,0.003333,22.2453,282.0,0.08,0.055513,0.195684,26.5,0.621,15.6,26.7,0.0,26.7,0.713,15.6,26.7,0.0,27.78,0.924,15.6,26.7,0.0,26.7,0.669,15.6,26.7,0.0,26.7,0.635,15.6,26.7,0.0
55,4353.2083,182,9.208,True,29.6,False,0.0,26.789,0.0,0.615718,0.294881,0.166641,0.003333,22.8611,279.5,0.08,0.049257,0.172093,26.51,0.624,15.6,26.7,0.0,26.7,0.699,15.6,26.7,0.0,26.72,0.798,15.6,26.7,0.0,26.96,0.71,15.6,26.7,0.0,27.06,0.694,15.6,26.7,0.0
56,4353.375,182,9.375,True,29.8,False,0.0,26.826,0.0,0.621911,0.301074,0.154033,0.003333,23.483,277.2,0.08,0.049753,0.172394,26.53,0.628,15.6,26.7,0.0,26.97,0.742,15.6,26.7,0.0,26.7,0.757,15.6,26.7,0.0,27.22,0.761,15.6,26.7,0.0,26.71,0.643,15.6,26.7,0.0
57,4353.5417,182,9.542,True,30.0,False,0.0,26.754,0.0,0.834511,0.513674,0.283648,0.436418,24.3175,275.0,0.08,0.066761,0.22949,26.54,0.631,15.6,26.7,0.0,27.12,0.781,15.6,26.7,0.0,26.7,0.741,15.6,26.7,0.0,26.71,0.676,15.6,26.7,0.0,26.7,0.628,15.6,26.7,0.0
58,4353.7,182,9.7,True,30.2,False,0.0,26.887,0.0,0.706633,0.385797,0.189088,0.003333,25.0241,272.9,0.08,0.056531,0.19284,26.55,0.633,15.6,26.7,0.0,26.71,0.686,15.6,26.7,0.0,27.77,0.9,15.6,26.7,0.0,26.7,0.655,15.6,26.7,0.0,26.7,0.62,15.6,26.7,0.0
59,4353.875,182,9.875,True,30.4,False,0.0,26.818,0.0,0.616386,0.29555,0.16731,0.003333,25.6405,270.8,0.08,0.049311,0.166917,26.57,0.635,15.6,26.7,0.0,26.7,0.67,15.6,26.7,0.0,26.72,0.779,15.6,26.7,0.0,27.0,0.699,15.6,26.7,0.0,27.1,0.683,15.6,26.7,0.0
60,4354.0417,182,10.042,True,30.6,False,0.0,26.831,0.0,0.686792,0.365956,0.2018,0.003333,26.3273,268.9,0.08,0.054943,0.184678,26.58,0.637,15.6,26.7,0.0,27.01,0.716,15.6,26.7,0.0,26.7,0.739,15.6,26.7,0.0,27.15,0.741,15.6,26.7,0.0,26.71,0.627,15.6,26.7,0.0
61,4354.2,182,10.2,True,30.68,False,0.0,26.727,0.0,0.849499,0.528663,0.279652,0.003333,27.1768,267.1,0.08,0.06796,0.226901,26.59,0.638,15.6,26.7,0.0,26.93,0.711,15.6,26.7,0.0,26.7,0.725,15.6,26.7,0.0,26.71,0.645,15.6,26.7,0.0,26.7,0.61,15.6,26.7,0.0
62,4354.3667,182,10.367,True,30.77,False,0.0,26.887,0.0,0.702397,0.38156,0.184851,0.003333,27.8792,265.4,0.08,0.056192,0.186416,26.6,0.639,15.6,26.7,0.0,26.7,0.652,15.6,26.7,0.0,27.73,0.87,15.6,26.7,0.0,26.7,0.632,15.6,26.7,0.0,26.7,0.603,15.6,26.7,0.0
63,4354.5333,182,10.533,True,30.85,False,0.0,26.826,0.0,0.610439,0.289603,0.161363,0.003333,28.4896,263.8,0.08,0.048835,0.161034,26.61,0.64,15.6,26.7,0.0,26.7,0.641,15.6,26.7,0.0,26.71,0.742,15.6,26.7,0.0,27.0,0.678,15.6,26.7,0.0,27.11,0.667,15.6,26.7,0.0
64,4354.7,182,10.7,True,30.93,False,0.0,26.794,0.0,0.71876,0.397923,0.21323,0.003333,29.2084,262.4,0.08,0.057501,0.188603,26.61,0.641,15.6,26.7,0.0,27.02,0.69,15.6,26.7,0.0,26.7,0.698,15.6,26.7,0.0,26.94,0.679,15.6,26.7,0.0,26.7,0.613,15.6,26.7,0.0
65,4354.8667,182,10.867,True,31.02,False,0.0,26.734,0.0,0.8355,0.514664,0.265653,0.003333,30.0439,261.0,0.08,0.06684,0.218066,26.62,0.642,15.6,26.7,0.0,26.95,0.691,15.6,26.7,0.0,26.7,0.676,15.6,26.7,0.0,26.71,0.624,15.6,26.7,0.0,26.7,0.6,15.6,26.7,0.0
66,4355.0333,182,11.033,True,31.1,False,0.0,26.86,0.0,0.702808,0.381972,0.185263,0.436423,30.7467,259.9,0.08,0.056225,0.18266,26.62,0.643,15.6,26.7,0.0,26.71,0.633,15.6,26.7,0.0,27.57,0.791,15.6,26.7,0.0,26.7,0.616,15.6,26.7,0.0,26.7,0.595,15.6,26.7,0.0
67,4355.2083,182,11.208,True,31.2,False,0.0,26.844,0.0,0.598825,0.277989,0.149749,0.003333,31.3455,258.9,0.08,0.047906,0.155036,26.63,0.644,15.6,26.7,0.0,26.7,0.625,15.6,26.7,0.0,26.72,0.678,15.6,26.7,0.0,27.03,0.668,15.6,26.7,0.0,27.14,0.667,15.6,26.7,0.0
68,4355.375,182,11.375,True,31.3,False,0.0,26.825,0.0,0.700533,0.379696,0.198425,0.003333,32.0461,258.1,0.08,0.056043,0.180807,26.63,0.645,15.6,26.7,0.0,27.05,0.681,15.6,26.7,0.0,26.7,0.637,15.6,26.7,0.0,27.03,0.685,15.6,26.7,0.0,26.71,0.61,15.6,26.7,0.0
69,4355.5556,182,11.556,True,31.4,False,0.0,26.693,0.0,0.856631,0.535795,0.274128,0.003333,32.9027,257.4,0.08,0.068531,0.220497,26.64,0.647,15.6,26.7,0.0,26.71,0.632,15.6,26.7,0.0,26.7,0.622,15.6,26.7,0.0,26.72,0.617,15.6,26.7,0.0,26.7,0.597,15.6,26.7,0.0
70,4355.7083,182,11.708,True,31.5,False,0.0,26.831,0.0,0.705847,0.385011,0.188302,0.003333,33.6085,257.1,0.08,0.056468,0.181473,26.64,0.648,15.6,26.7,0.0,26.7,0.618,15.6,26.7,0.0,27.41,0.727,15.6,26.7,0.0,26.7,0.607,15.6,26.7,0.0,26.7,0.592,15.6,26.7,0.0
71,4355.8889,182,11.889,True,31.6,False,0.0,26.868,0.0,0.589068,0.268231,0.139991,0.003333,34.1976,256.9,0.08,0.047125,0.151331,26.65,0.649,15.6,26.7,0.0,26.7,0.612,15.6,26.7,0.0,26.73,0.646,15.6,26.7,0.0,27.07,0.666,15.6,26.7,0.0,27.19,0.672,15.6,26.7,0.0
72,4356.0833,182,12.083,True,31.7,False,0.0,26.793,0.0,0.734623,0.413786,0.215401,0.003333,34.9322,257.1,0.08,0.05877,0.188871,26.66,0.65,15.6,26.7,0.0,27.14,0.683,15.6,26.7,0.0,26.7,0.621,15.6,26.7,0.0,26.72,0.618,15.6,26.7,0.0,26.75,0.614,15.6,26.7,0.0
73,4356.25,182,12.25,True,31.78,False,0.0,26.699,0.0,0.856321,0.535484,0.273817,0.003333,35.7885,257.5,0.08,0.068506,0.220503,26.66,0.651,15.6,26.7,0.0,26.73,0.625,15.6,26.7,0.0,26.7,0.615,15.6,26.7,0.0,26.7,0.603,15.6,26.7,0.0,26.71,0.596,15.6,26.7,0.0
74,4356.375,182,12.375,True,31.87,False,0.0,26.829,0.0,0.7088,0.387964,0.191255,0.003333,36.4973,258.0,0.08,0.056704,0.18287,26.67,0.652,15.6,26.7,0.0,26.7,0.608,15.6,26.7,0.0,27.38,0.717,15.6,26.7,0.0,26.7,0.597,15.6,26.7,0.0,26.7,0.589,15.6,26.7,0.0
75,4356.5556,182,12.556,True,31.95,False,0.0,26.878,0.0,0.591353,0.270517,0.142277,0.436422,37.0887,259.1,0.08,0.047308,0.15322,26.67,0.652,15.6,26.7,0.0,26.7,0.602,15.6,26.7,0.0,26.73,0.639,15.6,26.7,0.0,27.08,0.657,15.6,26.7,0.0,27.21,0.67,15.6,26.7,0.0
76,4356.75,182,12.75,True,32.03,False,0.0,26.802,0.0,0.736865,0.416028,0.217643,0.003333,37.8256,260.7,0.08,0.058949,0.192101,26.68,0.651,15.6,26.7,0.0,27.16,0.674,15.6,26.7,0.0,26.7,0.617,15.6,26.7,0.0,26.72,0.607,15.6,26.7,0.0,26.75,0.61,15.6,26.7,0.0
