step,sim_time_hours,day_of_year,hour,is_weekend,outdoor_temp_c,occupied,occupants,mean_air_temp_c,max_abs_pmv,interval_elec_kwh,interval_hvac_kwh,interval_cool_kwh,interval_gas_kwh,cum_elec_kwh,carbon_gco2_kwh,price_usd_kwh,interval_cost_usd,interval_carbon_kg,CORE_ZN_temp,CORE_ZN_pmv,CORE_ZN_htgsp,CORE_ZN_clgsp,CORE_ZN_occ,PERIMETER_ZN_1_temp,PERIMETER_ZN_1_pmv,PERIMETER_ZN_1_htgsp,PERIMETER_ZN_1_clgsp,PERIMETER_ZN_1_occ,PERIMETER_ZN_2_temp,PERIMETER_ZN_2_pmv,PERIMETER_ZN_2_htgsp,PERIMETER_ZN_2_clgsp,PERIMETER_ZN_2_occ,PERIMETER_ZN_3_temp,PERIMETER_ZN_3_pmv,PERIMETER_ZN_3_htgsp,PERIMETER_ZN_3_clgsp,PERIMETER_ZN_3_occ,PERIMETER_ZN_4_temp,PERIMETER_ZN_4_pmv,PERIMETER_ZN_4_htgsp,PERIMETER_ZN_4_clgsp,PERIMETER_ZN_4_occ
290,4392.3333,184,0.333,False,28.3,False,0.0,26.897,0.0,0.412504,0.0,0.0,0.003333,311.7265,378.5,0.08,0.033,0.156133,26.44,0.442,15.6,28.3,0.0,26.77,0.507,15.6,28.3,0.0,27.11,0.616,15.6,28.3,0.0,26.86,0.534,15.6,28.3,0.0,27.31,0.668,15.6,28.3,0.0
291,4392.5,184,0.5,False,28.3,False,0.0,26.919,0.0,0.412504,0.0,0.0,0.003333,312.139,378.9,0.08,0.033,0.156298,26.46,0.455,15.6,28.3,0.0,26.79,0.521,15.6,28.3,0.0,27.14,0.632,15.6,28.3,0.0,26.88,0.548,15.6,28.3,0.0,27.34,0.685,15.6,28.3,0.0
292,4392.6667,184,0.667,False,28.3,False,0.0,26.939,0.0,0.412504,0.0,0.0,0.003333,312.5515,379.3,0.08,0.033,0.156463,26.47,0.466,15.6,28.3,0.0,26.8,0.533,15.6,28.3,0.0,27.16,0.646,15.6,28.3,0.0,26.9,0.561,15.6,28.3,0.0,27.36,0.701,15.6,28.3,0.0
293,4392.8333,184,0.833,False,28.3,False,0.0,26.956,0.0,0.412504,0.0,0.0,0.003333,312.964,379.4,0.08,0.033,0.156504,26.49,0.477,15.6,28.3,0.0,26.82,0.544,15.6,28.3,0.0,27.18,0.659,15.6,28.3,0.0,26.92,0.573,15.6,28.3,0.0,27.38,0.715,15.6,28.3,0.0
294,4393.0,184,1.0,False,28.3,False,0.0,26.971,0.0,0.412504,0.0,0.0,0.003333,313.3765,379.5,0.08,0.033,0.156545,26.5,0.486,15.6,28.3,0.0,26.83,0.554,15.6,28.3,0.0,27.2,0.671,15.6,28.3,0.0,26.93,0.584,15.6,28.3,0.0,27.4,0.727,15.6,28.3,0.0
295,4393.1667,184,1.167,False,28.22,False,0.0,26.98,0.0,0.412504,0.0,0.0,0.003333,313.789,379.4,0.08,0.033,0.156504,26.51,0.494,15.6,28.3,0.0,26.84,0.563,15.6,28.3,0.0,27.2,0.681,15.6,28.3,0.0,26.94,0.593,15.6,28.3,0.0,27.41,0.738,15.6,28.3,0.0
296,4393.3333,184,1.333,False,28.13,False,0.0,26.986,0.0,0.412504,0.0,0.0,0.003333,314.2015,379.3,0.08,0.033,0.156463,26.51,0.501,15.6,28.3,0.0,26.84,0.57,15.6,28.3,0.0,27.21,0.69,15.6,28.3,0.0,26.95,0.601,15.6,28.3,0.0,27.42,0.747,15.6,28.3,0.0
297,4393.5,184,1.5,False,28.05,False,0.0,26.99,0.0,0.412504,0.0,0.0,0.003333,314.614,378.9,0.08,0.033,0.156298,26.51,0.508,15.6,28.3,0.0,26.85,0.577,15.6,28.3,0.0,27.22,0.698,15.6,28.3,0.0,26.95,0.608,15.6,28.3,0.0,27.42,0.756,15.6,28.3,0.0
298,4393.6667,184,1.667,False,27.97,False,0.0,26.992,0.0,0.412504,0.0,0.0,0.003333,315.0265,378.5,0.08,0.033,0.156133,26.52,0.514,15.6,28.3,0.0,26.85,0.584,15.6,28.3,0.0,27.22,0.705,15.6,28.3,0.0,26.95,0.615,15.6,28.3,0.0,27.42,0.764,15.6,28.3,0.0
299,4393.8333,184,1.833,False,27.88,False,0.0,26.993,0.0,0.412504,0.0,0.0,0.436407,315.439,378.0,0.08,0.033,0.155927,26.52,0.52,15.6,28.3,0.0,26.85,0.59,15.6,28.3,0.0,27.22,0.712,15.6,28.3,0.0,26.95,0.622,15.6,28.3,0.0,27.43,0.771,15.6,28.3,0.0
300,4394.0,184,2.0,False,27.8,False,0.0,26.992,0.0,0.412504,0.0,0.0,0.003333,315.8515,377.3,0.08,0.033,0.155638,26.52,0.526,15.6,28.3,0.0,26.85,0.595,15.6,28.3,0.0,27.22,0.718,15.6,28.3,0.0,26.95,0.627,15.6,28.3,0.0,27.43,0.778,15.6,28.3,0.0
301,4394.1667,184,2.167,False,27.8,False,0.0,26.994,0.0,0.412504,0.0,0.0,0.003333,316.264,376.5,0.08,0.033,0.155308,26.52,0.531,15.6,28.3,0.0,26.85,0.601,15.6,28.3,0.0,27.22,0.724,15.6,28.3,0.0,26.96,0.633,15.6,28.3,0.0,27.43,0.784,15.6,28.3,0.0
302,4394.3333,184,2.333,False,27.8,False,0.0,26.996,0.0,0.412504,0.0,0.0,0.003333,316.6765,375.6,0.08,0.033,0.154937,26.52,0.536,15.6,28.3,0.0,26.85,0.606,15.6,28.3,0.0,27.22,0.73,15.6,28.3,0.0,26.96,0.638,15.6,28.3,0.0,27.43,0.79,15.6,28.3,0.0
303,4394.5,184,2.5,False,27.8,False,0.0,26.997,0.0,0.412504,0.0,0.0,0.003333,317.089,374.6,0.08,0.033,0.154524,26.52,0.54,15.6,28.3,0.0,26.85,0.61,15.6,28.3,0.0,27.22,0.734,15.6,28.3,0.0,26.96,0.643,15.6,28.3,0.0,27.43,0.795,15.6,28.3,0.0
304,4394.6667,184,2.667,False,27.8,False,0.0,26.998,0.0,0.412504,0.0,0.0,0.003333,317.5015,373.4,0.08,0.033,0.154029,26.53,0.543,15.6,28.3,0.0,26.85,0.614,15.6,28.3,0.0,27.22,0.739,15.6,28.3,0.0,26.96,0.647,15.6,28.3,0.0,27.43,0.799,15.6,28.3,0.0
305,4394.8333,184,2.833,False,27.8,False,0.0,26.999,0.0,0.412504,0.0,0.0,0.003333,317.914,372.2,0.08,0.033,0.153534,26.53,0.546,15.6,28.3,0.0,26.85,0.618,15.6,28.3,0.0,27.22,0.742,15.6,28.3,0.0,26.96,0.651,15.6,28.3,0.0,27.43,0.803,15.6,28.3,0.0
306,4395.0,184,3.0,False,27.8,False,0.0,26.999,0.0,0.412504,0.0,0.0,0.003333,318.3266,370.8,0.08,0.033,0.152956,26.53,0.549,15.6,28.3,0.0,26.85,0.62,15.6,28.3,0.0,27.22,0.745,15.6,28.3,0.0,26.96,0.654,15.6,28.3,0.0,27.43,0.806,15.6,28.3,0.0
307,4395.1667,184,3.167,False,27.8,False,0.0,26.998,0.0,0.412504,0.0,0.0,0.003333,318.7391,369.4,0.08,0.033,0.152379,26.53,0.551,15.6,28.3,0.0,26.85,0.624,15.6,28.3,0.0,27.22,0.748,15.6,28.3,0.0,26.96,0.657,15.6,28.3,0.0,27.43,0.809,15.6,28.3,0.0
308,4395.3333,184,3.333,False,27.8,False,0.0,26.998,0.0,0.412504,0.0,0.0,0.436398,319.1516,367.8,0.08,0.033,0.151719,26.53,0.554,15.6,28.3,0.0,26.85,0.627,15.6,28.3,0.0,27.22,0.751,15.6,28.3,0.0,26.96,0.661,15.6,28.3,0.0,27.43,0.812,15.6,28.3,0.0
309,4395.5,184,3.5,False,27.8,False,0.0,26.997,0.0,0.412504,0.0,0.0,0.003333,319.5641,366.1,0.08,0.033,0.151018,26.53,0.556,15.6,28.3,0.0,26.85,0.63,15.6,28.3,0.0,27.22,0.754,15.6,28.3,0.0,26.96,0.664,15.6,28.3,0.0,27.42,0.815,15.6,28.3,0.0
310,4395.6667,184,3.667,False,27.8,False,0.0,26.995,0.0,0.412504,0.0,0.0,0.003333,319.9766,364.4,0.08,0.033,0.150316,26.53,0.559,15.6,28.3,0.0,26.85,0.632,15.6,28.3,0.0,27.22,0.757,15.6,28.3,0.0,26.96,0.667,15.6,28.3,0.0,27.42,0.818,15.6,28.3,0.0
311,4395.8333,184,3.833,False,27.8,False,0.0,26.993,0.0,0.412504,0.0,0.0,0.003333,320.3891,362.5,0.08,0.033,0.149533,26.53,0.562,15.6,28.3,0.0,26.85,0.635,15.6,28.3,0.0,27.21,0.76,15.6,28.3,0.0,26.96,0.67,15.6,28.3,0.0,27.42,0.82,15.6,28.3,0.0
312,4396.0,184,4.0,False,27.8,False,0.0,26.991,0.0,0.412504,0.0,0.0,0.003333,320.8016,360.5,0.08,0.033,0.148708,26.53,0.564,15.6,28.3,0.0,26.84,0.638,15.6,28.3,0.0,27.21,0.762,15.6,28.3,0.0,26.96,0.673,15.6,28.3,0.0,27.41,0.823,15.6,28.3,0.0
313,4396.1667,184,4.167,False,27.8,False,0.0,27.0,0.0,0.458338,0.0,0.0,0.003333,321.2599,358.5,0.08,0.036667,0.164314,26.54,0.57,15.6,28.3,0.0,26.85,0.644,15.6,28.3,0.0,27.22,0.768,15.6,28.3,0.0,26.96,0.678,15.6,28.3,0.0,27.42,0.828,15.6,28.3,0.0
314,4396.3333,184,4.333,False,27.8,False,0.0,27.005,0.0,0.458338,0.0,0.0,0.003333,321.7182,356.4,0.08,0.036667,0.163352,26.55,0.574,15.6,28.3,0.0,26.86,0.648,15.6,28.3,0.0,27.22,0.772,15.6,28.3,0.0,26.97,0.683,15.6,28.3,0.0,27.42,0.832,15.6,28.3,0.0
315,4396.5,184,4.5,False,27.8,False,0.0,27.007,0.0,0.458338,0.0,0.0,0.003333,322.1766,354.2,0.08,0.036667,0.162343,26.56,0.578,15.6,28.3,0.0,26.86,0.652,15.6,28.3,0.0,27.22,0.775,15.6,28.3,0.0,26.97,0.686,15.6,28.3,0.0,27.42,0.835,15.6,28.3,0.0
316,4396.6667,184,4.667,False,27.8,False,0.0,27.008,0.0,0.458338,0.0,0.0,0.003333,322.6349,351.9,0.08,0.036667,0.161289,26.56,0.581,15.6,28.3,0.0,26.86,0.655,15.6,28.3,0.0,27.22,0.778,15.6,28.3,0.0,26.97,0.69,15.6,28.3,0.0,27.42,0.838,15.6,28.3,0.0
317,4396.8333,184,4.833,False,27.8,False,0.0,27.008,0.0,0.458338,0.0,0.0,0.436399,323.0933,349.5,0.08,0.036667,0.160189,26.56,0.584,15.6,28.3,0.0,26.86,0.658,15.6,28.3,0.0,27.22,0.78,15.6,28.3,0.0,26.97,0.692,15.6,28.3,0.0,27.42,0.841,15.6,28.3,0.0
318,4397.0,184,5.0,False,27.8,False,0.0,27.008,0.0,0.458338,0.0,0.0,0.003333,323.5516,347.1,0.08,0.036667,0.159089,26.56,0.586,15.6,28.3,0.0,26.86,0.661,15.6,28.3,0.0,27.22,0.783,15.6,28.3,0.0,26.97,0.695,15.6,28.3,0.0,27.42,0.843,15.6,28.3,0.0
319,4397.25,184,5.25,False,27.8,True,2.75,25.647,0.446,1.557786,1.099449,0.754895,0.003333,325.1094,343.4,0.08,0.124623,0.534944,25.58,0.396,21.0,25.5,0.81,25.6,0.428,21.0,25.5,0.61,25.71,0.503,21.0,25.5,0.36,25.61,0.446,21.0,25.5,0.61,25.74,0.532,21.0,25.5,0.36
320,4397.3333,184,5.333,False,27.8,True,2.75,25.511,0.371,1.317731,0.859393,0.514839,0.003333,326.4271,342.1,0.08,0.105418,0.450796,25.5,0.342,21.0,25.5,0.81,25.5,0.36,21.0,25.5,0.61,25.52,0.404,21.0,25.5,0.36,25.5,0.371,21.0,25.5,0.61,25.52,0.422,21.0,25.5,0.36
321,4397.5,184,5.5,False,27.8,True,2.75,25.503,0.339,1.261076,0.802739,0.458185,0.003333,327.6882,339.5,0.08,0.100886,0.428135,25.5,0.316,21.0,25.5,0.81,25.5,0.329,21.0,25.5,0.61,25.51,0.365,21.0,25.5,0.36,25.5,0.339,21.0,25.5,0.61,25.51,0.379,21.0,25.5,0.36
322,4397.6667,184,5.667,False,27.8,True,2.75,25.5,0.312,1.225049,0.766711,0.422157,0.003333,328.9132,336.9,0.08,0.098004,0.412719,25.5,0.295,21.0,25.5,0.81,25.5,0.304,21.0,25.5,0.61,25.5,0.334,21.0,25.5,0.36,25.5,0.312,21.0,25.5,0.61,25.5,0.345,21.0,25.5,0.36
323,4397.8333,184,5.833,False,27.8,True,2.75,25.5,0.296,1.203385,0.745047,0.400493,0.003333,330.1166,334.2,0.08,0.096271,0.402171,25.5,0.277,21.0,25.5,0.81,25.5,0.286,21.0,25.5,0.61,25.5,0.319,21.0,25.5,0.36,25.5,0.296,21.0,25.5,0.61,25.5,0.32,21.0,25.5,0.36
324,4398.0,184,6.0,False,27.8,True,2.75,25.5,0.279,1.184764,0.726426,0.381872,0.003333,331.3014,331.5,0.08,0.094781,0.392749,25.5,0.261,21.0,25.5,0.81,25.5,0.269,21.0,25.5,0.61,25.5,0.301,21.0,25.5,0.36,25.5,0.279,21.0,25.5,0.61,25.5,0.298,21.0,25.5,0.36
325,4398.1667,184,6.167,False,27.98,True,5.5,25.499,0.303,1.448944,0.807271,0.462717,0.003333,332.7503,328.8,0.08,0.115916,0.476413,25.5,0.261,21.0,25.5,1.61,25.5,0.272,21.0,25.5,1.22,25.5,0.303,21.0,25.5,0.72,25.5,0.281,21.0,25.5,1.22,25.5,0.298,21.0,25.5,0.72
326,4398.3333,184,6.333,False,28.17,True,5.5,25.5,0.306,1.456506,0.814833,0.470279,0.436421,334.2068,326.0,0.08,0.11652,0.474821,25.5,0.257,21.0,25.5,1.61,25.5,0.271,21.0,25.5,1.22,25.5,0.306,21.0,25.5,0.72,25.5,0.282,21.0,25.5,1.22,25.5,0.296,21.0,25.5,0.72
327,4398.5,184,6.5,False,28.35,True,5.5,25.5,0.306,1.46205,0.820377,0.475823,0.003333,335.6689,323.2,0.08,0.116964,0.472535,25.5,0.254,21.0,25.5,1.61,25.5,0.271,21.0,25.5,1.22,25.5,0.306,21.0,25.5,0.72,25.5,0.282,21.0,25.5,1.22,25.5,0.294,21.0,25.5,0.72
328,4398.6667,184,6.667,False,28.53,True,5.5,25.5,0.302,1.465949,0.824276,0.479722,0.003333,337.1348,320.4,0.08,0.117276,0.46969,25.5,0.251,21.0,25.5,1.61,25.5,0.271,21.0,25.5,1.22,25.5,0.302,21.0,25.5,0.72,25.5,0.279,21.0,25.5,1.22,25.5,0.292,21.0,25.5,0.72
329,4398.9167,184,6.917,False,28.72,True,5.5,25.5,0.301,1.470419,0.828746,0.484192,0.003333,338.6053,316.2,0.08,0.117634,0.464946,25.5,0.247,21.0,25.5,1.61,25.5,0.27,21.0,25.5,1.22,25.5,0.301,21.0,25.5,0.72,25.5,0.278,21.0,25.5,1.22,25.5,0.29,21.0,25.5,0.72
330,4399.0833,184,7.083,False,28.9,True,5.5,25.5,0.3,1.47571,0.834037,0.489483,0.003333,340.081,313.3,0.08,0.118057,0.46234,25.5,0.244,21.0,25.5,1.61,25.5,0.27,21.0,25.5,1.22,25.5,0.3,21.0,25.5,0.72,25.5,0.277,21.0,25.5,1.22,25.5,0.289,21.0,25.5,0.72
331,4399.25,184,7.25,False,28.8,True,26.14,25.499,0.321,2.678708,1.028692,0.684138,0.003333,342.7597,310.5,0.08,0.214297,0.831739,25.5,0.265,21.0,25.5,7.65,25.5,0.291,21.0,25.5,5.8,25.5,0.321,21.0,25.5,3.44,25.5,0.298,21.0,25.5,5.8,25.5,0.309,21.0,25.5,3.44
332,4399.4167,184,7.417,False,28.7,True,26.14,25.499,0.326,2.690216,1.0402,0.695646,0.003333,345.4499,307.7,0.08,0.215217,0.827779,25.5,0.267,21.0,25.5,7.65,25.5,0.294,21.0,25.5,5.8,25.5,0.326,21.0,25.5,3.44,25.5,0.301,21.0,25.5,5.8,25.5,0.314,21.0,25.5,3.44
333,4399.5833,184,7.583,False,28.6,True,26.14,25.499,0.329,2.69159,1.041574,0.69702,0.436461,348.1415,304.9,0.08,0.215327,0.820666,25.5,0.267,21.0,25.5,7.65,25.5,0.296,21.0,25.5,5.8,25.5,0.329,21.0,25.5,3.44,25.5,0.302,21.0,25.5,5.8,25.5,0.317,21.0,25.5,3.44
334,4399.75,184,7.75,False,28.5,True,26.14,25.499,0.351,2.697374,1.047358,0.702804,0.003333,350.8389,302.1,0.08,0.21579,0.814877,25.5,0.267,21.0,25.5,7.65,25.5,0.298,21.0,25.5,5.8,25.5,0.351,21.0,25.5,3.44,25.5,0.306,21.0,25.5,5.8,25.5,0.319,21.0,25.5,3.44
335,4399.9167,184,7.917,False,28.4,True,26.14,25.499,0.374,2.704342,1.054326,0.709771,0.003333,353.5432,299.4,0.08,0.216347,0.80968,25.5,0.266,21.0,25.5,7.65,25.5,0.301,21.0,25.5,5.8,25.5,0.374,21.0,25.5,3.44,25.5,0.309,21.0,25.5,5.8,25.5,0.322,21.0,25.5,3.44
336,4400.0556,184,8.056,False,28.3,True,26.14,25.499,0.393,2.708138,1.058122,0.713568,0.003333,356.2513,297.1,0.08,0.216651,0.804588,25.5,0.264,21.0,25.5,7.65,25.5,0.303,21.0,25.5,5.8,25.5,0.393,21.0,25.5,3.44,25.5,0.31,21.0,25.5,5.8,25.5,0.323,21.0,25.5,3.44
337,4400.2083,184,8.208,False,28.4,True,26.14,25.499,0.413,2.722529,1.072513,0.727959,0.003333,358.9739,294.6,0.08,0.217802,0.802057,25.5,0.264,21.0,25.5,7.65,25.5,0.306,21.0,25.5,5.8,25.5,0.413,21.0,25.5,3.44,25.5,0.311,21.0,25.5,5.8,25.5,0.325,21.0,25.5,3.44
338,4400.375,184,8.375,False,28.5,True,26.14,25.499,0.439,2.740005,1.089989,0.745435,0.003333,361.7139,292.0,0.08,0.2192,0.800082,25.5,0.265,21.0,25.5,7.65,25.5,0.31,21.0,25.5,5.8,25.5,0.439,21.0,25.5,3.44,25.5,0.312,21.0,25.5,5.8,25.5,0.329,21.0,25.5,3.44
339,4400.5417,184,8.542,False,28.6,True,26.14,25.499,0.459,2.757197,1.107181,0.762626,0.003333,364.4711,289.4,0.08,0.220576,0.797933,25.5,0.266,21.0,25.5,7.65,25.5,0.315,21.0,25.5,5.8,25.5,0.459,21.0,25.5,3.44,25.5,0.316,21.0,25.5,5.8,25.5,0.333,21.0,25.5,3.44
340,4400.7083,184,8.708,False,28.7,True,26.14,25.499,0.465,2.7693,1.119284,0.774729,0.436476,367.2404,286.8,0.08,0.221544,0.794235,25.5,0.268,21.0,25.5,7.65,25.5,0.318,21.0,25.5,5.8,25.5,0.465,21.0,25.5,3.44,25.5,0.319,21.0,25.5,5.8,25.5,0.336,21.0,25.5,3.44
341,4400.875,184,8.875,False,28.8,True,26.14,25.499,0.47,2.780021,1.130005,0.785451,0.003333,370.0204,284.3,0.08,0.222402,0.79036,25.5,0.27,21.0,25.5,7.65,25.5,0.322,21.0,25.5,5.8,25.5,0.47,21.0,25.5,3.44,25.5,0.322,21.0,25.5,5.8,25.5,0.339,21.0,25.5,3.44
342,4401.0556,184,9.056,False,28.9,True,26.14,25.499,0.474,2.790493,1.140477,0.795923,0.003333,372.8109,281.7,0.08,0.223239,0.786082,25.5,0.272,21.0,25.5,7.65,25.5,0.325,21.0,25.5,5.8,25.5,0.474,21.0,25.5,3.44,25.5,0.325,21.0,25.5,5.8,25.5,0.342,21.0,25.5,3.44
343,4401.2222,184,9.222,False,28.98,True,26.14,25.499,0.476,2.79673,1.146714,0.80216,0.003333,375.6076,279.3,0.08,0.223738,0.781127,25.5,0.274,21.0,25.5,7.65,25.5,0.327,21.0,25.5,5.8,25.5,0.476,21.0,25.5,3.44,25.5,0.327,21.0,25.5,5.8,25.5,0.344,21.0,25.5,3.44
344,4401.3889,184,9.389,False,29.07,True,26.14,25.499,0.477,2.801742,1.151726,0.807172,0.003333,378.4094,277.0,0.08,0.224139,0.776082,25.5,0.275,21.0,25.5,7.65,25.5,0.329,21.0,25.5,5.8,25.5,0.477,21.0,25.5,3.44,25.5,0.328,21.0,25.5,5.8,25.5,0.345,21.0,25.5,3.44
345,4401.5556,184,9.556,False,29.15,True,26.14,25.499,0.473,2.804936,1.15492,0.810366,0.003333,381.2143,274.8,0.08,0.224395,0.770797,25.5,0.275,21.0,25.5,7.65,25.5,0.33,21.0,25.5,5.8,25.5,0.473,21.0,25.5,3.44,25.5,0.33,21.0,25.5,5.8,25.5,0.347,21.0,25.5,3.44
346,4401.7083,184,9.708,False,29.23,True,26.14,25.499,0.469,2.808008,1.157992,0.813438,0.436471,384.0223,272.8,0.08,0.224641,0.766025,25.5,0.276,21.0,25.5,7.65,25.5,0.332,21.0,25.5,5.8,25.5,0.469,21.0,25.5,3.44,25.5,0.331,21.0,25.5,5.8,25.5,0.348,21.0,25.5,3.44
347,4401.875,184,9.875,False,29.32,True,26.14,25.499,0.463,2.810875,1.160859,0.816305,0.003333,386.8332,270.8,0.08,0.22487,0.761185,25.5,0.275,21.0,25.5,7.65,25.5,0.334,21.0,25.5,5.8,25.5,0.463,21.0,25.5,3.44,25.5,0.333,21.0,25.5,5.8,25.5,0.35,21.0,25.5,3.44
348,4402.0417,184,10.042,False,29.4,True,26.14,25.499,0.457,2.813252,1.163236,0.818682,0.003333,389.6464,268.9,0.08,0.22506,0.756483,25.5,0.275,21.0,25.5,7.65,25.5,0.336,21.0,25.5,5.8,25.5,0.457,21.0,25.5,3.44,25.5,0.334,21.0,25.5,5.8,25.5,0.351,21.0,25.5,3.44
349,4402.2083,184,10.208,False,29.6,True,26.14,25.499,0.451,2.823187,1.173171,0.828617,0.003333,392.4696,267.0,0.08,0.225855,0.753791,25.5,0.275,21.0,25.5,7.65,25.5,0.339,21.0,25.5,5.8,25.5,0.451,21.0,25.5,3.44,25.5,0.336,21.0,25.5,5.8,25.5,0.353,21.0,25.5,3.44
350,4402.375,184,10.375,False,29.8,True,26.14,25.499,0.445,2.834038,1.184022,0.839468,0.003333,395.3037,265.3,0.08,0.226723,0.75187,25.5,0.277,21.0,25.5,7.65,25.5,0.342,21.0,25.5,5.8,25.5,0.445,21.0,25.5,3.44,25.5,0.339,21.0,25.5,5.8,25.5,0.356,21.0,25.5,3.44
351,4402.5556,184,10.556,False,30.0,True,26.14,25.499,0.44,2.845274,1.195258,0.850704,0.003333,398.1489,263.6,0.08,0.227622,0.750014,25.5,0.278,21.0,25.5,7.65,25.5,0.345,21.0,25.5,5.8,25.5,0.44,21.0,25.5,3.44,25.5,0.342,21.0,25.5,5.8,25.5,0.36,21.0,25.5,3.44
352,4402.7222,184,10.722,False,30.2,True,26.14,25.499,0.432,2.855035,1.205018,0.860464,0.436486,401.004,262.2,0.08,0.228403,0.74859,25.5,0.28,21.0,25.5,7.65,25.5,0.348,21.0,25.5,5.8,25.5,0.432,21.0,25.5,3.44,25.5,0.344,21.0,25.5,5.8,25.5,0.362,21.0,25.5,3.44
353,4402.9167,184,10.917,False,30.4,True,26.14,25.499,0.424,2.864512,1.214496,0.869942,0.003333,403.8685,260.7,0.08,0.229161,0.746778,25.5,0.282,21.0,25.5,7.65,25.5,0.35,21.0,25.5,5.8,25.5,0.424,21.0,25.5,3.44,25.5,0.346,21.0,25.5,5.8,25.5,0.364,21.0,25.5,3.44
354,4403.0833,184,11.083,False,30.6,True,26.14,25.499,0.416,2.874176,1.22416,0.879606,0.003333,406.7426,259.6,0.08,0.229934,0.746136,25.5,0.284,21.0,25.5,7.65,25.5,0.352,21.0,25.5,5.8,25.5,0.416,21.0,25.5,3.44,25.5,0.349,21.0,25.5,5.8,25.5,0.366,21.0,25.5,3.44
355,4403.1667,184,11.167,False,30.68,True,13.76,25.499,0.404,2.732588,1.174239,0.829685,0.003333,409.4752,259.1,0.08,0.218607,0.708014,25.5,0.282,21.0,25.5,4.03,25.5,0.35,21.0,25.5,3.05,25.5,0.404,21.0,25.5,1.81,25.5,0.346,21.0,25.5,3.05,25.5,0.364,21.0,25.5,1.81
356,4403.3333,184,11.333,False,30.77,True,13.76,25.499,0.394,2.731384,1.173035,0.828481,0.003333,412.2066,258.2,0.08,0.218511,0.705243,25.5,0.282,21.0,25.5,4.03,25.5,0.349,21.0,25.5,3.05,25.5,0.394,21.0,25.5,1.81,25.5,0.346,21.0,25.5,3.05,25.5,0.363,21.0,25.5,1.81
357,4403.5,184,11.5,False,30.85,True,13.76,25.499,0.387,2.73179,1.173441,0.828887,0.43647,414.9384,257.6,0.08,0.218543,0.703709,25.5,0.282,21.0,25.5,4.03,25.5,0.349,21.0,25.5,3.05,25.5,0.387,21.0,25.5,1.81,25.5,0.345,21.0,25.5,3.05,25.5,0.363,21.0,25.5,1.81
358,4403.75,184,11.75,False,30.93,True,13.76,25.499,0.386,2.734671,1.176322,0.831768,0.003333,417.6731,257.0,0.08,0.218774,0.70281,25.5,0.283,21.0,25.5,4.03,25.5,0.349,21.0,25.5,3.05,25.5,0.386,21.0,25.5,1.81,25.5,0.346,21.0,25.5,3.05,25.5,0.363,21.0,25.5,1.81
359,4403.9167,184,11.917,False,31.02,True,13.76,25.499,0.385,2.738341,1.179993,0.835439,0.003333,420.4114,256.9,0.08,0.219067,0.70348,25.5,0.283,21.0,25.5,4.03,25.5,0.35,21.0,25.5,3.05,25.5,0.385,21.0,25.5,1.81,25.5,0.346,21.0,25.5,3.05,25.5,0.363,21.0,25.5,1.81
360,4404.0556,184,12.056,False,31.1,True,13.76,25.5,0.385,2.742447,1.184099,0.839545,0.003333,423.1539,257.0,0.08,0.219396,0.704809,25.5,0.283,21.0,25.5,4.03,25.5,0.351,21.0,25.5,3.05,25.5,0.385,21.0,25.5,1.81,25.5,0.347,21.0,25.5,3.05,25.5,0.364,21.0,25.5,1.81
361,4404.2222,184,12.222,False,31.2,True,26.14,25.499,0.388,2.891623,1.241607,0.897053,0.003333,426.0455,257.4,0.08,0.23133,0.744304,25.5,0.287,21.0,25.5,7.65,25.5,0.356,21.0,25.5,5.8,25.5,0.388,21.0,25.5,3.44,25.5,0.351,21.0,25.5,5.8,25.5,0.368,21.0,25.5,3.44
362,4404.375,184,12.375,False,31.3,True,26.14,25.499,0.39,2.89861,1.248594,0.904039,0.436499,428.9441,258.0,0.08,0.231889,0.747841,25.5,0.288,21.0,25.5,7.65,25.5,0.358,21.0,25.5,5.8,25.5,0.39,21.0,25.5,3.44,25.5,0.353,21.0,25.5,5.8,25.5,0.37,21.0,25.5,3.44
363,4404.5417,184,12.542,False,31.4,True,26.14,25.499,0.391,2.90435,1.254334,0.90978,0.003333,431.8485,259.0,0.08,0.232348,0.752227,25.5,0.288,21.0,25.5,7.65,25.5,0.36,21.0,25.5,5.8,25.5,0.391,21.0,25.5,3.44,25.5,0.355,21.0,25.5,5.8,25.5,0.371,21.0,25.5,3.44
364,4404.7222,184,12.722,False,31.5,True,26.14,25.499,0.391,2.909039,1.259023,0.914469,0.003333,434.7575,260.4,0.08,0.232723,0.757514,25.5,0.288,21.0,25.5,7.65,25.5,0.361,21.0,25.5,5.8,25.5,0.391,21.0,25.5,3.44,25.5,0.356,21.0,25.5,5.8,25.5,0.372,21.0,25.5,3.44
365,4404.8889,184,12.889,False,31.6,True,26.14,25.499,0.392,2.913187,1.263171,0.918617,0.003333,437.6707,262.1,0.08,0.233055,0.763546,25.5,0.288,21.0,25.5,7.65,25.5,0.362,21.0,25.5,5.8,25.5,0.392,21.0,25.5,3.44,25.5,0.357,21.0,25.5,5.8,25.5,0.373,21.0,25.5,3.44
